Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha_Detención;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 6;AZUAY;SIGSIG;RECEPTACION;27/9/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;29/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;29/9/2016;BOLETA;HOMBRE;SIN DATO;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;29/9/2016;BOLETA;MUJER;SIN DATO;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;30/9/2016;BOLETA;HOMBRE;45;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;30/9/2016;BOLETA;HOMBRE;22;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;30/9/2016;BOLETA;HOMBRE;22;ECUADOR
ZONA 6;AZUAY;CUENCA;ROBO A PERSONAS;30/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 6;AZUAY;CUENCA;VARIOS;30/9/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 6;AZUAY;GUALACEO;HERIDAS/LESIONES;29/9/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;1/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;VIOLACION;1/9/2016;BOLETA;HOMBRE;21;ECUADOR
ZONA 6;AZUAY;CUENCA;ESTAFA;2/9/2016;BOLETA;MUJER;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;2/9/2016;FLAGRANTE;MUJER;23;COLOMBIA
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;2/9/2016;FLAGRANTE;HOMBRE;22;COLOMBIA
ZONA 6;CAÑAR;CAÑAR;SECUESTRO EXPRESS;2/9/2016;BOLETA;HOMBRE;23;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;5/9/2016;BOLETA;HOMBRE;26;ECUADOR
ZONA 6;CAÑAR;AZOGUES;VIOLACION;6/9/2016;BOLETA;HOMBRE;56;ECUADOR
ZONA 6;CAÑAR;AZOGUES;HURTO;10/9/2016;FLAGRANTE;MUJER;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;HURTO;10/9/2016;FLAGRANTE;MUJER;44;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;7/9/2016;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;10/9/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 6;CAÑAR;CAÑAR;HERIDAS/LESIONES;11/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;CAÑAR;VARIOS;10/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 6;CAÑAR;EL TAMBO;HERIDAS/LESIONES;8/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;CAÑAR;BIBLIAN;ROBO DOMICILIO;12/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 6;CAÑAR;BIBLIAN;ROBO DOMICILIO;12/9/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;RECEPTACION;12/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;13/9/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 6;CAÑAR;CAÑAR;VARIOS;12/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;CAÑAR;VARIOS;12/9/2016;BOLETA;HOMBRE;34;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;14/9/2016;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 6;CAÑAR;CAÑAR;VARIOS;16/9/2016;BOLETA;HOMBRE;45;ECUADOR
ZONA 6;CAÑAR;AZOGUES;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;20/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;20/9/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;20/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;20/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;VARIOS;21/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ESTUPRO;22/9/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ACOSO SEXUAL;25/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;HERIDAS/LESIONES;25/9/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 6;CAÑAR;BIBLIAN;HERIDAS/LESIONES;25/9/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 6;CAÑAR;CAÑAR;HERIDAS/LESIONES;25/9/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;27/9/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;27/9/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;28/9/2016;FLAGRANTE;MUJER;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;28/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ESTAFA;28/9/2016;BOLETA;HOMBRE;32;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;29/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;29/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;29/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;29/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;29/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;AZOGUES;HERIDAS/LESIONES;21/9/2016;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 6;CAÑAR;CAÑAR;HERIDAS/LESIONES;29/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;CAÑAR;HERIDAS/LESIONES;30/9/2016;BOLETA;MUJER;SIN DATO;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;4/9/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;14/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;MUJER;52;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;MUJER;SIN DATO;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO DOMICILIO;8/9/2016;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;4/9/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;MUJER;45;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;4/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;CAÑAR;AZOGUES;ROBO DOMICILIO;10/9/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;MUJER;31;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;HERIDAS/LESIONES;13/9/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;1/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;12/9/2016;FLAGRANTE;MUJER;47;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;VARIOS;14/9/2016;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO DOMICILIO;17/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 6;CAÑAR;LA TRONCAL;ROBO A PERSONAS;28/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;RECEPTACION;3/9/2016;FLAGRANTE;MUJER;34;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;RECEPTACION;4/9/2016;FLAGRANTE;MUJER;26;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;RECEPTACION;4/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;RECEPTACION;4/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;1/9/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;RECEPTACION;6/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;ROBO DOMICILIO;6/9/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;7/9/2016;BOLETA;HOMBRE;29;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;8/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;MORONA SANTIAGO;SUCUA;HERIDAS/LESIONES;31/8/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;2/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;2/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;RECEPTACION;7/9/2016;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;VARIOS;7/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;ESTAFA;9/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;VIOLACION;10/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 6;MORONA SANTIAGO;SUCUA;ABIGEATO;11/9/2016;BOLETA;HOMBRE;50;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;PECULADO;9/9/2016;BOLETA;HOMBRE;62;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VIOLACION;10/9/2016;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;13/9/2016;BOLETA;HOMBRE;36;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;15/9/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;16/9/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VIOLACION;18/9/2016;BOLETA;HOMBRE;26;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;19/9/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;ROBO DOMICILIO;17/9/2016;BOLETA;HOMBRE;28;ECUADOR
ZONA 6;MORONA SANTIAGO;SANTIAGO;ASESINATO;19/9/2016;BOLETA;HOMBRE;SIN DATO;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;VIOLACION;26/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;RECEPTACION;26/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;VARIOS;26/9/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;INTIMIDACION/AMENAZA;25/9/2016;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;4/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 2;NAPO;TENA;ROBO A PERSONAS;31/8/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;NAPO;TENA;ROBO A PERSONAS;11/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;8/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;13/9/2016;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;15/9/2016;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;16/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;17/9/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 2;NAPO;TENA;RECEPTACION;18/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;NAPO;TENA;RECEPTACION;18/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 2;NAPO;TENA;RECEPTACION;18/9/2016;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 2;NAPO;TENA;RECEPTACION;18/9/2016;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;19/9/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 2;NAPO;TENA;RECEPTACION;20/9/2016;FLAGRANTE;HOMBRE;69;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;21/9/2016;BOLETA;HOMBRE;19;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;21/9/2016;BOLETA;HOMBRE;SIN DATO;ECUADOR
ZONA 2;NAPO;EL CHACO;HURTO;27/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;NAPO;EL CHACO;HURTO;27/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 2;NAPO;ARCHIDONA;RECEPTACION;28/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;ORELLANA;LORETO;RECEPTACION;1/9/2016;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO DOMICILIO;1/9/2016;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HERIDAS/LESIONES;3/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;2/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;EXTORSION;1/9/2016;FLAGRANTE;HOMBRE;18;COLOMBIA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;EXTORSION;1/9/2016;FLAGRANTE;HOMBRE;36;COLOMBIA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;EXTORSION;1/9/2016;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A PERSONAS;5/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A PERSONAS;5/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A PERSONAS;5/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;5/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ESTAFA;5/9/2016;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 2;ORELLANA;LORETO;ACOSO SEXUAL;5/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;4/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HURTO;9/9/2016;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HERIDAS/LESIONES;7/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VIOLACION;7/9/2016;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A UNIDADES ECONOMICAS;13/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A PERSONAS;15/9/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ABIGEATO;14/9/2016;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ABIGEATO;14/9/2016;FLAGRANTE;MUJER;25;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;HERIDAS/LESIONES;16/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;15/9/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;14/9/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;15/9/2016;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;16/9/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;TENTATIVA DE ROBO;22/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;TENTATIVA DE ROBO;22/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;18/9/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 2;ORELLANA;LORETO;VARIOS;22/9/2016;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 2;ORELLANA;LORETO;HERIDAS/LESIONES;23/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD;8/9/2016;FLAGRANTE;MUJER;17;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;23/9/2016;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO DOMICILIO;25/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO A PERSONAS;27/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;28/9/2016;FLAGRANTE;MUJER;SIN DATO;COLOMBIA
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;15/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ROBO DOMICILIO;25/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ROBO DOMICILIO;24/9/2016;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 2;ORELLANA;LORETO;RECEPTACION;27/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;8/9/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HURTO;13/9/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;INTIMIDACION/AMENAZA;22/9/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;HERIDAS/LESIONES;24/9/2016;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;1/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;REBELION Y ATENTADO;1/9/2016;FLAGRANTE;MUJER;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;REBELION Y ATENTADO;1/9/2016;FLAGRANTE;HOMBRE;19;SIN DATO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;1/9/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;1/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;1/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO DOMICILIO;1/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;3/9/2016;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;3/9/2016;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESTAFA;6/9/2016;BOLETA;HOMBRE;38;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;6/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;6/9/2016;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;6/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;6/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;RIOVERDE;DELITO CONTRA EL PATRIMONIO;6/9/2016;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 1;ESMERALDAS;RIOVERDE;DELITO CONTRA EL PATRIMONIO;6/9/2016;FLAGRANTE;HOMBRE;SIN DATO;COLOMBIA
ZONA 1;ESMERALDAS;RIOVERDE;DELITO CONTRA EL PATRIMONIO;6/9/2016;FLAGRANTE;HOMBRE;19;COLOMBIA
ZONA 1;ESMERALDAS;ESMERALDAS;FALSIFICACION;7/9/2016;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;7/9/2016;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;8/9/2016;FLAGRANTE;HOMBRE;15;SIN DATO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;8/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLACION;7/9/2016;BOLETA;HOMBRE;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO DOMICILIO;7/9/2016;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;7/9/2016;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;8/9/2016;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;9/9/2016;FLAGRANTE;HOMBRE;SIN DATO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;9/9/2016;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;9/9/2016;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;9/9/2016;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;9/9/2016;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;9/9/2016;BOLETA;MUJER;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;RECEPTACION;10/9/2016;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;11/9/2016;FLAGRANTE;HOMBRE;30;ECUADOR
