Zona,Subzona,Canton,Presunta_Subinfraccion,Fecha_Detencion,Flagrante/Boleta,Sexo,Edad,Nacionalidad
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-03-01,SI,HOMBRE,47,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-01,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-01,SI,HOMBRE,47,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-01,SI,HOMBRE,18,PERU
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-01,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-01,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-01,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-01,SI,HOMBRE,42,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-02,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-02,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-02,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-02,SI,HOMBRE,49,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-03-02,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-02,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-02,SI,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-02,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-02,SI,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-02,SI,MUJER,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-02,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-02,SI,MUJER,68,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-02,SI,HOMBRE,65,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA ASESINATO/HOMICIDIO,2016-03-02,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-01,SI,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-03-02,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-03-02,SI,MUJER,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-03-02,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-03-02,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,40,PERU
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,30,PERU
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,44,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,33,PERU
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO ADUANERO,2016-03-02,SI,HOMBRE,45,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-03,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-03,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-03,SI,HOMBRE,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-03,SI,HOMBRE,67,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-03,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-03-03,SI,HOMBRE,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-03,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-03,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-03,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,OTROS ROBOS,2016-03-03,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-03,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-03,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-03,SI,HOMBRE,47,COLOMBIA
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-03,SI,MUJER,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-04,SI,HOMBRE,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-04,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-04,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-04,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-04,SI,MUJER,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-04,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-04,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-04,SI,MUJER,55,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-04,SI,HOMBRE,58,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-04,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,REBELION Y ATENTADO,2016-03-04,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-04,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-05,SI,HOMBRE,47,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A ENTIDADES FINANCIERAS,2016-03-06,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,INTIMIDACION/AMENAZA,2016-03-05,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD,2016-03-05,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-05,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-05,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-05,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-05,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-05,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA ASESINATO/HOMICIDIO,2016-03-05,SI,HOMBRE,48,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-05,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-05,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-05,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ATENTADO AL PUDOR,2016-03-05,SI,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-05,SI,HOMBRE,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-03,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-03,SI,HOMBRE,40,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-01,NO,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,PLAGIO O SECUESTRO PERSONAS,2016-03-03,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-01,NO,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VIOLACION,2016-03-03,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-05,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,OTROS ROBOS,2016-03-05,NO,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-03,NO,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-05,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,USURPACION FUNCIONES/SUPLANTACION DE IDENTIDAD,2016-03-05,NO,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-06,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-06,SI,MUJER,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-06,SI,MUJER,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-06,SI,HOMBRE,32,COLOMBIA
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-06,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-06,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-06,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ATENTADO AL PUDOR,2016-03-06,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,REBELION Y ATENTADO,2016-03-06,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-06,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-06,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-07,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA ASESINATO/HOMICIDIO,2016-03-07,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-07,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-07,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-07,SI,HOMBRE,47,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-07,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-07,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ACOSO SEXUAL,2016-03-07,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,OTROS ROBOS,2016-03-07,SI,HOMBRE,52,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-03-08,SI,HOMBRE,40,ECUADOR
ZONA 8,DMG,DURAN,ATENTADO AL PUDOR,2016-03-01,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,DURAN,TENTATIVA DE ROBO,2016-03-01,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,DURAN,ROBO DOMICILIO,2016-03-02,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,DURAN,ROBO A PERSONAS,2016-03-02,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,DURAN,ROBO A PERSONAS,2016-03-03,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,DURAN,VARIOS,2016-03-03,SI,HOMBRE,44,ECUADOR
ZONA 8,DMG,DURAN,MICROTRAFICO,2016-03-04,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-07,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-08,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-08,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-08,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-08,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-08,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-08,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-08,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-08,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-08,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-03-09,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-08,SI,HOMBRE,26,COLOMBIA
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-08,SI,MUJER,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-09,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-09,SI,HOMBRE,40,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-09,SI,HOMBRE,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-09,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-09,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS,2016-03-09,SI,MUJER,57,ECUADOR
ZONA 8,DMG,GUAYAQUIL,APROPIACION FRAUDULENTA POR MEDIOS ELECTRONICOS,2016-03-09,SI,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-09,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-03-09,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-09,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-09,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-05,NO,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ESTAFA,2016-03-07,NO,MUJER,50,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-07,NO,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-08,NO,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-08,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-07,NO,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ESTAFA,2016-03-08,NO,HOMBRE,54,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-08,NO,HOMBRE,62,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-05,NO,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-07,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-09,NO,MUJER,42,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-04,NO,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-09,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-08,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-07,NO,HOMBRE,56,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-03-10,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-09,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASESINATO,2016-03-09,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-02,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-03,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-04,SI,HOMBRE,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-04,SI,MUJER,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-04,SI,HOMBRE,17,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-05,SI,HOMBRE,14,ECUADOR
ZONA 8,DMG,SAMBORONDON,MICROTRAFICO,2016-03-07,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-07,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-07,SI,HOMBRE,17,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-07,SI,HOMBRE,17,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-08,SI,HOMBRE,17,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-09,SI,MUJER,39,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-09,SI,MUJER,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-09,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-09,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-10,SI,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-03-10,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-10,SI,HOMBRE,51,ECUADOR
ZONA 8,DMG,GUAYAQUIL,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-03-10,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-10,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-10,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-10,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-10,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-10,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-10,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-10,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,REBELION Y ATENTADO,2016-03-11,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA DE ROBO,2016-03-10,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-11,SI,HOMBRE,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-11,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-11,SI,HOMBRE,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-03-11,SI,HOMBRE,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-11,SI,MUJER,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-11,SI,HOMBRE,42,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-11,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-11,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-11,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,MICROTRAFICO,2016-03-11,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-11,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-11,SI,HOMBRE,59,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-11,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-11,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-11,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-11,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-11,SI,MUJER,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-11,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-11,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-11,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-11,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-11,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,OTROS ROBOS,2016-03-11,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-03-12,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-12,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-12,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENTATIVA ASESINATO/HOMICIDIO,2016-03-12,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-12,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-03-12,SI,HOMBRE,76,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-12,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-12,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A MOTOS,2016-03-12,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-03-12,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-03-12,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-03-12,SI,HOMBRE,27,ECUADOR
