Zona,Subzona,Canton,Presunta_Subinfraccion,Fecha_Detencion,Flagrante/Boleta,Sexo,Edad,Nacionalidad
ZONA 5,LOS RIOS,BUENA FE,REBELION Y ATENTADO,2016-06-22,SI,HOMBRE,23,ECUADOR
ZONA 5,LOS RIOS,VALENCIA,ESTAFA,2016-06-17,NO,HOMBRE,27,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,PLAGIO O SECUESTRO PERSONAS,2016-06-20,SI,MUJER,22,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,PLAGIO O SECUESTRO PERSONAS,2016-06-20,SI,HOMBRE,22,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,PLAGIO O SECUESTRO PERSONAS,2016-06-20,SI,MUJER,21,ECUADOR
ZONA 5,LOS RIOS,PUEBLO VIEJO,ASESINATO,2016-06-22,NO,HOMBRE,23,ECUADOR
ZONA 5,LOS RIOS,PALENQUE,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-11,SI,HOMBRE,23,ECUADOR
ZONA 5,LOS RIOS,VINCES,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-12,SI,HOMBRE,23,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,ROBO A PERSONAS,2016-06-25,NO,HOMBRE,27,ECUADOR
ZONA 5,LOS RIOS,MONTALVO,HURTO,2016-06-27,SI,HOMBRE,21,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,HURTO,2016-06-21,SI,HOMBRE,33,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,VARIOS,2016-06-20,SI,HOMBRE,27,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,ASESINATO,2016-06-29,NO,HOMBRE,32,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,FALSO TESTIMONIO/PERJURIO,2016-06-29,SI,HOMBRE,48,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-29,SI,HOMBRE,69,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-29,SI,MUJER,63,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,RECEPTACION,2016-06-30,SI,HOMBRE,20,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,RECEPTACION,2016-06-30,SI,HOMBRE,22,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,HERIDAS/LESIONES,2016-07-01,SI,HOMBRE,18,ECUADOR
ZONA 5,LOS RIOS,VALENCIA,ROBO A UNIDADES ECONOMICAS,2016-06-28,SI,HOMBRE,21,ECUADOR
ZONA 5,LOS RIOS,VALENCIA,ROBO A UNIDADES ECONOMICAS,2016-06-28,SI,HOMBRE,41,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASOCIACION ILICITA,2016-06-29,SI,HOMBRE,17,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASOCIACION ILICITA,2016-06-29,SI,HOMBRE,21,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASOCIACION ILICITA,2016-06-29,SI,HOMBRE,31,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASOCIACION ILICITA,2016-06-29,SI,HOMBRE,22,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASOCIACION ILICITA,2016-06-29,SI,HOMBRE,31,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,ASESINATO,2016-06-28,NO,HOMBRE,56,ECUADOR
ZONA 5,LOS RIOS,VALENCIA,ESTAFA,2016-06-29,SI,HOMBRE,28,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,MICROTRAFICO,2016-06-29,SI,HOMBRE,17,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,MICROTRAFICO,2016-06-29,SI,HOMBRE,19,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-06-29,SI,MUJER,25,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,ROBO A UNIDADES ECONOMICAS,2016-06-26,SI,HOMBRE,29,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,ROBO DOMICILIO,2016-06-19,SI,HOMBRE,17,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-06-26,SI,HOMBRE,32,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,ROBO A PERSONAS,2016-06-28,SI,HOMBRE,18,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-06-29,SI,HOMBRE,24,ECUADOR
ZONA 5,LOS RIOS,URDANETA,ROBO A PERSONAS,2016-06-30,SI,HOMBRE,28,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,ROBO DOMICILIO,2016-06-29,SI,HOMBRE,18,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,ROBO DOMICILIO,2016-06-29,SI,HOMBRE,18,ECUADOR
ZONA 5,LOS RIOS,PUEBLO VIEJO,INTIMIDACION/AMENAZA,2016-06-28,NO,HOMBRE,41,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,ROBO A PERSONAS,2016-06-30,SI,HOMBRE,16,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,ROBO A PERSONAS,2016-06-30,SI,HOMBRE,19,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,ROBO DOMICILIO,2016-06-29,SI,HOMBRE,30,ECUADOR
ZONA 5,LOS RIOS,VENTANAS,TENTATIVA DE ROBO,2016-06-30,SI,HOMBRE,16,ECUADOR
ZONA 5,LOS RIOS,VINCES,VARIOS,2016-06-27,SI,HOMBRE,37,ECUADOR
ZONA 5,LOS RIOS,VINCES,ASESINATO,2016-06-29,NO,HOMBRE,37,ECUADOR
ZONA 5,BOLIVAR,ECHEANDIA,TENTATIVA DE ROBO,2016-06-04,SI,HOMBRE,30,ECUADOR
ZONA 5,BOLIVAR,ECHEANDIA,RECEPTACION,2016-06-02,SI,HOMBRE,34,ECUADOR
ZONA 5,BOLIVAR,CALUMA,HERIDAS/LESIONES,2016-06-09,NO,HOMBRE,26,ECUADOR
ZONA 5,BOLIVAR,CHILLANES,VIOLACION,2016-06-02,NO,HOMBRE,45,ECUADOR
ZONA 5,BOLIVAR,CHILLANES,VIOLACION,2016-06-02,NO,HOMBRE,25,ECUADOR
ZONA 5,BOLIVAR,SAN MIGUEL DE  BOLIVAR,ROBO A UNIDADES ECONOMICAS,2016-06-18,SI,HOMBRE,18,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,VARIOS,2016-06-16,SI,HOMBRE,32,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,ROBO A PERSONAS,2016-06-15,SI,HOMBRE,22,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,ROBO A PERSONAS,2016-06-17,NO,HOMBRE,24,ECUADOR
ZONA 5,BOLIVAR,CHIMBO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-22,NO,HOMBRE,32,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,VARIOS,2016-06-16,SI,HOMBRE,33,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,VARIOS,2016-06-17,SI,HOMBRE,44,ECUADOR
ZONA 5,BOLIVAR,CHIMBO,HURTO,2016-06-18,SI,HOMBRE,25,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,FALSIFICACION,2016-06-21,NO,HOMBRE,36,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,HURTO,2016-06-22,SI,HOMBRE,19,ECUADOR
ZONA 5,BOLIVAR,GUARANDA,HURTO,2016-06-22,SI,HOMBRE,22,ECUADOR
ZONA 5,BOLIVAR,SAN MIGUEL DE  BOLIVAR,HURTO,2016-06-29,NO,HOMBRE,29,ECUADOR
ZONA 5,BOLIVAR,CHILLANES,HURTO,2016-06-27,SI,HOMBRE,33,ECUADOR
ZONA 5,BOLIVAR,CHIMBO,VARIOS,2016-06-28,SI,HOMBRE,41,ECUADOR
ZONA 5,BOLIVAR,SAN MIGUEL DE  BOLIVAR,RECEPTACION,2016-06-30,SI,HOMBRE,22,ECUADOR
ZONA 5,GALAPAGOS,SAN CRISTOBAL,VARIOS,2016-06-05,SI,HOMBRE,45,ECUADOR
ZONA 5,GALAPAGOS,SAN CRISTOBAL,RECEPTACION,2016-06-06,SI,HOMBRE,25,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,VARIOS,2016-06-13,SI,HOMBRE,49,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,ESTAFA,2016-06-16,NO,HOMBRE,43,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,ACOSO SEXUAL,2016-06-15,SI,HOMBRE,34,ECUADOR
ZONA 5,GALAPAGOS,SAN CRISTOBAL,MICROTRAFICO,2016-06-20,SI,HOMBRE,35,ECUADOR
ZONA 5,GALAPAGOS,SAN CRISTOBAL,MICROTRAFICO,2016-06-20,SI,HOMBRE,44,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,REBELION Y ATENTADO,2016-06-20,SI,HOMBRE,31,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,VARIOS,2016-06-30,SI,HOMBRE,31,ECUADOR
ZONA 1,CARCHI,TULCAN,HURTO,2016-06-11,SI,HOMBRE,22,ECUADOR
ZONA 1,CARCHI,TULCAN,ROBO A PERSONAS,2016-06-01,SI,HOMBRE,33,COLOMBIA
ZONA 1,CARCHI,TULCAN,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-06-04,SI,HOMBRE,49,ECUADOR
ZONA 1,CARCHI,TULCAN,TRAFICO DE MIGRANTES,2016-06-09,SI,MUJER,20,ECUADOR
ZONA 1,CARCHI,TULCAN,TRAFICO DE MIGRANTES,2016-06-09,SI,HOMBRE,22,COLOMBIA
ZONA 1,CARCHI,TULCAN,TRAFICO DE MIGRANTES,2016-06-09,SI,HOMBRE,33,COLOMBIA
ZONA 1,CARCHI,TULCAN,TRAFICO DE MIGRANTES,2016-06-09,SI,MUJER,28,ECUADOR
ZONA 1,CARCHI,TULCAN,ROBO A PERSONAS,2016-06-09,NO,HOMBRE,53,COLOMBIA
ZONA 1,CARCHI,TULCAN,DELITO ADUANERO,2016-06-08,NO,HOMBRE,51,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-06-07,SI,MUJER,19,ECUADOR
ZONA 1,CARCHI,TULCAN,HURTO,2016-06-06,SI,HOMBRE,24,ECUADOR
ZONA 1,CARCHI,TULCAN,VIOLACION,2016-06-13,NO,HOMBRE,40,ECUADOR
ZONA 1,CARCHI,TULCAN,ACOSO SEXUAL,2016-06-15,NO,HOMBRE,47,ECUADOR
ZONA 1,CARCHI,TULCAN,ESTAFA,2016-06-15,NO,HOMBRE,44,ECUADOR
ZONA 1,CARCHI,TULCAN,ROBO DOMICILIO,2016-06-17,SI,HOMBRE,19,ECUADOR
ZONA 1,CARCHI,TULCAN,ROBO DOMICILIO,2016-06-17,SI,HOMBRE,26,ECUADOR
ZONA 1,CARCHI,TULCAN,ROBO DOMICILIO,2016-06-17,SI,HOMBRE,23,ECUADOR
ZONA 1,CARCHI,TULCAN,ESTAFA,2016-06-16,NO,HOMBRE,46,ECUADOR
ZONA 1,CARCHI,TULCAN,DELITO ADUANERO,2016-06-18,SI,HOMBRE,34,ECUADOR
ZONA 1,CARCHI,TULCAN,DELITO ADUANERO,2016-06-18,SI,HOMBRE,28,ECUADOR
ZONA 1,CARCHI,TULCAN,ESTAFA,2016-06-23,NO,MUJER,43,ECUADOR
ZONA 1,CARCHI,TULCAN,HERIDAS/LESIONES,2016-06-25,SI,HOMBRE,33,ECUADOR
ZONA 1,CARCHI,TULCAN,PECULADO,2016-06-28,NO,HOMBRE,37,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-06-29,SI,MUJER,46,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-06-29,SI,MUJER,25,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-06-29,SI,MUJER,20,ECUADOR
ZONA 1,CARCHI,TULCAN,HURTO,2016-06-30,SI,HOMBRE,20,ECUADOR
ZONA 1,CARCHI,TULCAN,DELITO ADUANERO,2016-06-30,SI,HOMBRE,40,ECUADOR
ZONA 1,CARCHI,TULCAN,ACOSO SEXUAL,2016-06-27,NO,HOMBRE,36,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-06-21,SI,HOMBRE,28,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-01,SI,HOMBRE,30,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-03,NO,HOMBRE,52,ECUADOR
ZONA 1,CARCHI,MIRA,TENTATIVA ASESINATO/HOMICIDIO,2016-06-05,SI,HOMBRE,69,ECUADOR
ZONA 1,CARCHI,MONTUFAR,HURTO,2016-06-07,SI,HOMBRE,27,COLOMBIA
ZONA 1,CARCHI,MONTUFAR,HURTO,2016-06-07,SI,MUJER ,24,COLOMBIA
ZONA 1,CARCHI,ESPEJO,RECEPTACION,2016-06-10,NO,HOMBRE,29,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-13,NO,HOMBRE,28,ECUADOR
ZONA 1,CARCHI,ESPEJO,RECEPTACION,2016-06-15,SI,HOMBRE,20,ECUADOR
ZONA 1,CARCHI,ESPEJO,RECEPTACION,2016-06-15,SI,HOMBRE,25,ECUADOR
ZONA 1,CARCHI,MONTUFAR,HURTO,2016-06-19,SI,HOMBRE,31,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-19,NO,HOMBRE,27,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-25,SI,HOMBRE,20,ECUADOR
ZONA 1,CARCHI,MONTUFAR,VARIOS,2016-06-26,SI,HOMBRE,20,ECUADOR
ZONA 1,CARCHI,BOLIVAR,VARIOS,2016-06-26,SI,HOMBRE,26,ECUADOR
ZONA 1,CARCHI,MIRA,TENTATIVA DE ROBO,2016-06-26,SI,HOMBRE,21,ECUADOR
ZONA 1,CARCHI,ESPEJO,TENTATIVA DE ROBO,2016-06-26,SI,HOMBRE,33,ECUADOR
ZONA 1,CARCHI,ESPEJO,TENTATIVA DE ROBO,2016-06-26,SI,HOMBRE,27,ECUADOR
ZONA 1,IMBABURA,IBARRA,FALSIFICACION,2016-06-01,SI,HOMBRE,35,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO DOMICILIO,2016-06-01,SI,HOMBRE,25,ECUADOR
ZONA 1,IMBABURA,IBARRA,FALSIFICACION,2016-06-01,SI,MUJER,29,ECUADOR
ZONA 1,IMBABURA,IBARRA,FALSIFICACION,2016-06-01,SI,HOMBRE,19,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-02,SI,HOMBRE,27,COLOMBIA
ZONA 1,IMBABURA,IBARRA,RECEPTACION,2016-06-02,SI,HOMBRE,26,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-02,SI,HOMBRE,45,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-02,SI,MUJER,31,COLOMBIA
ZONA 1,IMBABURA,IBARRA,RECEPTACION,2016-06-02,SI,HOMBRE,27,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-02,SI,HOMBRE,25,COLOMBIA
ZONA 1,IMBABURA,IBARRA,RECEPTACION,2016-06-02,SI,HOMBRE,31,ECUADOR
ZONA 1,IMBABURA,OTAVALO,ESTAFA,2016-06-03,NO,HOMBRE,50,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO DOMICILIO,2016-06-03,SI,HOMBRE,46,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENTATIVA DE ROBO,2016-06-03,SI,HOMBRE,25,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-04,SI,HOMBRE,35,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-04,SI,HOMBRE,27,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-04,SI,HOMBRE,32,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-06-05,SI,HOMBRE,19,ECUADOR
ZONA 1,IMBABURA,OTAVALO,OTROS ROBOS,2016-06-06,NO,HOMBRE,38,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-08,NO,HOMBRE,32,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A CARROS,2016-06-09,SI,HOMBRE,18,ECUADOR
ZONA 9,DMQ,QUITO,OTROS ROBOS,2016-06-09,NO,HOMBRE,22,ECUADOR
ZONA 1,IMBABURA,ANTONIO ANTE,TENTATIVA DE ROBO,2016-06-09,SI,HOMBRE,29,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-11,SI,HOMBRE,33,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-11,SI,HOMBRE,30,COLOMBIA
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-06-11,SI,HOMBRE,33,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-11,SI,HOMBRE,27,COLOMBIA
ZONA 1,IMBABURA,IBARRA,HURTO,2016-06-13,SI,HOMBRE,48,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-14,SI,HOMBRE,29,ECUADOR
ZONA 1,IMBABURA,ANTONIO ANTE,ROBO A ENTIDADES FINANCIERAS,2016-06-14,NO,MUJER,21,ECUADOR
ZONA 1,IMBABURA,IBARRA,ASESINATO,2016-06-14,NO,MUJER,33,ECUADOR
ZONA 1,IMBABURA,ANTONIO ANTE,ROBO A ENTIDADES FINANCIERAS,2016-06-14,NO,HOMBRE,22,ECUADOR
ZONA 1,IMBABURA,ANTONIO ANTE,ROBO A ENTIDADES FINANCIERAS,2016-06-14,NO,MUJER,39,ECUADOR
ZONA 1,IMBABURA,IBARRA,MICROTRAFICO,2016-06-16,NO,MUJER,19,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO DOMICILIO,2016-06-17,NO,HOMBRE,20,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-18,SI,HOMBRE,32,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-06-18,SI,HOMBRE,25,ECUADOR
ZONA 1,IMBABURA,COTACACHI,MICROTRAFICO,2016-06-18,NO,MUJER,35,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-18,SI,HOMBRE,30,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-19,SI,HOMBRE,28,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-19,SI,HOMBRE,36,ECUADOR
ZONA 1,IMBABURA,IBARRA,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-06-21,SI,HOMBRE,17,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-22,SI,HOMBRE,19,COLOMBIA
ZONA 1,IMBABURA,IBARRA,ROBO A UNIDADES ECONOMICAS,2016-06-22,SI,MUJER,37,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-22,NO,HOMBRE,22,ECUADOR
ZONA 2,PICHINCHA,MEJIA,FALSIFICACION,2016-06-23,NO,HOMBRE,31,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENTATIVA DE ROBO,2016-06-24,SI,HOMBRE,19,COLOMBIA
ZONA 1,IMBABURA,PIMAMPIRO,ROBO A MOTOS,2016-06-25,SI,MUJER,22,ECUADOR
ZONA 1,IMBABURA,PIMAMPIRO,ROBO A MOTOS,2016-06-25,SI,HOMBRE,20,ECUADOR
ZONA 1,IMBABURA,IBARRA,RECEPTACION,2016-06-25,SI,HOMBRE,28,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENTATIVA DE ROBO,2016-06-26,SI,HOMBRE,18,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENTATIVA DE ROBO,2016-06-26,SI,HOMBRE,22,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-06-26,NO,HOMBRE,50,ECUADOR
ZONA 1,IMBABURA,IBARRA,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-06-26,SI,HOMBRE,17,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-27,SI,HOMBRE,28,COLOMBIA
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-27,SI,HOMBRE,26,ECUADOR
ZONA 1,IMBABURA,IBARRA,HERIDAS/LESIONES,2016-06-27,SI,HOMBRE,21,ECUADOR
ZONA 1,CARCHI,TULCAN,ABUSO DE CONFIANZA,2016-06-28,NO,HOMBRE,44,ECUADOR
ZONA 1,IMBABURA,IBARRA,RECEPTACION,2016-06-28,SI,MUJER,26,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-29,SI,MUJER,38,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-29,SI,HOMBRE,47,ECUADOR
ZONA 1,IMBABURA,IBARRA,ROBO A PERSONAS,2016-06-29,SI,HOMBRE,27,ECUADOR
ZONA 1,IMBABURA,IBARRA,FALSIFICACION,2016-06-30,SI,HOMBRE,24,ECUADOR
ZONA 1,IMBABURA,IBARRA,TENTATIVA DE ROBO,2016-06-30,SI,HOMBRE,21,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-06-19,SI,HOMBRE,30,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-06-20,SI,HOMBRE,48,ECUADOR
ZONA 1,IMBABURA,OTAVALO,RECEPTACION,2016-06-21,NO,HOMBRE,22,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VIOLACION,2016-06-23,NO,HOMBRE,50,ECUADOR
ZONA 1,IMBABURA,OTAVALO,ABIGEATO,2016-06-25,SI,HOMBRE,15,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-06-25,SI,HOMBRE,36,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-06-26,SI,HOMBRE,30,ECUADOR
ZONA 1,IMBABURA,OTAVALO,ASESINATO,2016-06-29,SI,MUJER,18,ECUADOR
ZONA 9,DMQ,QUITO,OTROS ROBOS,2016-06-01,NO,HOMBRE,21,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENTATIVA ASESINATO/HOMICIDIO,2016-06-02,NO,HOMBRE,37,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,FALSIFICACION,2016-06-02,SI,HOMBRE,30,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,INTIMIDACION/AMENAZA,2016-06-02,SI,HOMBRE,19,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,OTROS ROBOS,2016-06-03,NO,HOMBRE,29,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-02,SI,HOMBRE,35,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-02,SI,HOMBRE,36,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HERIDAS/LESIONES,2016-06-03,SI,HOMBRE,30,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HERIDAS/LESIONES,2016-06-05,SI,HOMBRE,45,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HERIDAS/LESIONES,2016-06-05,SI,HOMBRE,27,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO DOMICILIO,2016-06-04,SI,HOMBRE,20,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-04,SI,HOMBRE,57,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO DOMICILIO,2016-06-05,SI,HOMBRE,20,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,VARIOS,2016-06-06,SI,HOMBRE,27,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,TENTATIVA DE ROBO,2016-06-06,SI,HOMBRE,20,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-07,SI,HOMBRE,22,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,REBELION Y ATENTADO,2016-06-07,SI,MUJER,40,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,REBELION Y ATENTADO,2016-06-07,SI,HOMBRE,30,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,VIOLACION,2016-06-07,NO,HOMBRE,41,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,VIOLACION,2016-06-07,SI,HOMBRE,52,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-08,SI,HOMBRE,19,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,MICROTRAFICO,2016-06-08,NO,HOMBRE,36,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-09,SI,HOMBRE,22,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-09,SI,HOMBRE,28,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ESTAFA,2016-06-09,NO,HOMBRE,35,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENTATIVA DE ROBO,2016-06-09,SI,HOMBRE,26,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,23,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,25,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,57,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,17,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,26,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-06-09,SI,HOMBRE,44,COLOMBIA
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-10,SI,HOMBRE,23,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-10,SI,HOMBRE,24,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HURTO,2016-06-11,SI,HOMBRE,28,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HERIDAS/LESIONES,2016-06-13,NO,HOMBRE,19,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HURTO,2016-06-13,SI,HOMBRE,21,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-06-13,NO,HOMBRE,36,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-06-13,SI,HOMBRE,19,ECUADOR
